division,department,category,incident_id,incident_number,incident_type_id,request_type,request_status,request_priority,reported_date,sr_creation_channel,created_by_user,resolution_code,group_name,address1,city,state,parcel_id,sub_district,creation_date,last_update_date,last_updated_by,ce_category,full_address,location1,_100_block_coordinate,:@computed_region_me95_vbw4,:@computed_region_xf2b_u4zq,:@computed_region_gxae_hf64,:@computed_region_stch_rtry,:@computed_region_dgrd_cuuf,:@computed_region_fuzm_ngj2,:@computed_region_scpn_qt9a,:@computed_region_y9za_kydd,resolution_summary,close_date,postal_code,target_block,:@computed_region_m99d_em2n,followup_date,:@computed_region_nyzj_ikpv,district,map_page,area,zone,collection_day,:@computed_region_qnac_u4vd,resolution_code_meaning,incident_resolved_date,last_modified_date,next_open_task_date,owner_name,street_name,number_of_tasks,created_by,last_update_login,swm_code
Solid Waste Management,Solid Waste Management,Garbage,7138823,7138823,10432,SWM-Garbage Missed,Closed,Medium,2024-07-14T19:00:00.000,WEB,Esri_Anonymous,SWMGM1,MEMPHIS,4949 CHICKASAW AVE,MEMPHIS,TN,064012  00003,,2024-07-15T14:00:23.000,2024-07-16T15:56:19.000,Esri_Anonymous,,4949 CHICKASAW AVE,"{'type': 'Point', 'coordinates': [-89.90462, 35.1118945]}","{'type': 'Point', 'coordinates': [-89.897001036, 35.138805013]}",16,9,4,2,,5,2,2,,2024-07-16T00:00:00.000,38117,,,,,,039,B,B1,Monday,,,,,,,FME_CONDITIONAL:DEFAULT_VALUE'<at>Value<openparen>FULL_ADDRESS<closeparen>'BOOL_OP;AND;COMPOSITE_TEST;<Unused>;NUM_TEST <at>Left<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma>1<closeparen> RANGE <openbracket>0<comma>9<closebracket>;CASE_INSENSITIVE_TEST <at>Value<openparen>FULL_ADDRESS<closeparen> CONTAINS <comma>'<at>Substring<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><space><at>FindString<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><quote><space><quote><closeparen><space><comma><space><at>Value<openparen>str_len<closeparen><closeparen>'BOOL_OP;OR;COMPOSITE_TEST;<Unused>;CASE_INSENSITIVE_TEST <at>Value<openparen>FULL_ADDRESS<closeparen> NOT_CONTAINS <comma>'<at>Right<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><space><at>sub<openparen><at>StringLength<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><closeparen><space><comma><space><at>FindString<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><quote><space><quote><closeparen><closeparen><space><closeparen>'BOOL_OP;OR;COMPOSITE_TEST;<Unused>;NUM_TEST <at>Left<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma>1<closeparen> NOT_RANGE <openbracket>0<comma>9<closebracket>'<at>Left<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><at>FindString<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><quote><comma><quote><closeparen><closeparen>'FME_NUM_CONDITIONS4___,,,,
Solid Waste Management,Solid Waste Management,Cart Maintenance,7134944,7134944,10430,SWM-Cart Repair,Closed,Low,2024-07-05T09:59:00.000,WEB,Esri_Anonymous,SWMREP,Memphis,6046 MACINNESS DR,MEMPHIS,Tennessee,081051  00143,,2024-07-05T10:02:08.000,2024-07-17T13:23:14.000,Esri_Anonymous,,6046 MACINNESS DR,"{'type': 'Point', 'coordinates': [-89.8493311, 35.0825004]}","{'type': 'Point', 'coordinates': [-89.862056966, 35.081307001]}",18,4,2,2,,2,2,5,T171060,2024-07-17T00:00:00.000,38119,,,,,,057,E,E1,Wednesday,,,,,,,FME_CONDITIONAL:DEFAULT_VALUE'<at>Value<openparen>FULL_ADDRESS<closeparen>'BOOL_OP;AND;COMPOSITE_TEST;<Unused>;NUM_TEST <at>Left<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma>1<closeparen> RANGE <openbracket>0<comma>9<closebracket>;CASE_INSENSITIVE_TEST <at>Value<openparen>FULL_ADDRESS<closeparen> CONTAINS <comma>'<at>Substring<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><space><at>FindString<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><quote><space><quote><closeparen><space><comma><space><at>Value<openparen>str_len<closeparen><closeparen>'BOOL_OP;OR;COMPOSITE_TEST;<Unused>;CASE_INSENSITIVE_TEST <at>Value<openparen>FULL_ADDRESS<closeparen> NOT_CONTAINS <comma>'<at>Right<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><space><at>sub<openparen><at>StringLength<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><closeparen><space><comma><space><at>FindString<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><quote><space><quote><closeparen><closeparen><space><closeparen>'BOOL_OP;OR;COMPOSITE_TEST;<Unused>;NUM_TEST <at>Left<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma>1<closeparen> NOT_RANGE <openbracket>0<comma>9<closebracket>'<at>Left<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><at>FindString<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><quote><comma><quote><closeparen><closeparen>'FME_NUM_CONDITIONS4___,,,,
Public Works,GROUNDS MAINTENANCE,Weeds,7122335,7122335,10204,CW-Weeds Vacant Houses,Closed,Medium,2024-06-15T19:00:00.000,WEB,Sa_GISIdentitystore,WEEDSCUTOWN,MEMPHIS,837 CRAFT RD,MEMPHIS,TN,077031  00013C,,2024-06-16T00:53:19.000,2024-09-19T09:03:57.000,,,837 CRAFT RD,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-90.035348036, 35.044169009]}",3,8,6,1,2,7,1,6,,2024-09-19T00:00:00.000,,166,,2024-08-08T11:06:30.000,,,,,,,,,2024-09-09T18:30:50.000,,,,,,,,
Public Works,HEAVY EQUIPMENT SERVICES,Cleanup,7141600,7141600,10203,PW (HE)-Street Cleaning,Closed,Low,2024-07-22T11:48:00.000,WEB,Esri_Anonymous,OTHER,Memphis,3691 BROMPTON RD,MEMPHIS,Tennessee,060197  00003,,2024-07-22T11:54:23.000,2024-07-24T11:23:55.000,Esri_Anonymous,,3691 BROMPTON RD,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-89.963371041, 35.047801014]}",3,8,6,1,2,7,1,6,sweeping completed,2024-07-24T00:00:00.000,,,,,,,,,,,,,,,,,FME_CONDITIONAL:DEFAULT_VALUE'<at>Value<openparen>FULL_ADDRESS<closeparen>'BOOL_OP;AND;COMPOSITE_TEST;<Unused>;NUM_TEST <at>Left<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma>1<closeparen> RANGE <openbracket>0<comma>9<closebracket>;CASE_INSENSITIVE_TEST <at>Value<openparen>FULL_ADDRESS<closeparen> CONTAINS <comma>'<at>Substring<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><space><at>FindString<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><quote><space><quote><closeparen><space><comma><space><at>Value<openparen>str_len<closeparen><closeparen>'BOOL_OP;OR;COMPOSITE_TEST;<Unused>;CASE_INSENSITIVE_TEST <at>Value<openparen>FULL_ADDRESS<closeparen> NOT_CONTAINS <comma>'<at>Right<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><space><at>sub<openparen><at>StringLength<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><closeparen><space><comma><space><at>FindString<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><quote><space><quote><closeparen><closeparen><space><closeparen>'BOOL_OP;OR;COMPOSITE_TEST;<Unused>;NUM_TEST <at>Left<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma>1<closeparen> NOT_RANGE <openbracket>0<comma>9<closebracket>'<at>Left<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><at>FindString<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><quote><comma><quote><closeparen><closeparen>'FME_NUM_CONDITIONS4___,,,,
Solid Waste Management,Solid Waste Management,Billing,7138718,7138718,10442,SWM-New Start Garbage Request,Closed,Low,2024-07-15T11:47:00.000,WEB,Esri_Anonymous,,Memphis,5008 GREENBRANCH CV,MEMPHIS,Tennessee,094401 E00002,,2024-07-15T11:49:09.000,2024-07-17T09:43:38.000,Esri_Anonymous,,5008 GREENBRANCH CV,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-89.959726003, 35.011878985]}",3,8,6,1,2,7,1,6,"170920,",2024-07-16T00:00:00.000,,,,,,,092,D,D1,Tuesday,,,,,,,FME_CONDITIONAL:DEFAULT_VALUE'<at>Value<openparen>FULL_ADDRESS<closeparen>'BOOL_OP;AND;COMPOSITE_TEST;<Unused>;NUM_TEST <at>Left<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma>1<closeparen> RANGE <openbracket>0<comma>9<closebracket>;CASE_INSENSITIVE_TEST <at>Value<openparen>FULL_ADDRESS<closeparen> CONTAINS <comma>'<at>Substring<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><space><at>FindString<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><quote><space><quote><closeparen><space><comma><space><at>Value<openparen>str_len<closeparen><closeparen>'BOOL_OP;OR;COMPOSITE_TEST;<Unused>;CASE_INSENSITIVE_TEST <at>Value<openparen>FULL_ADDRESS<closeparen> NOT_CONTAINS <comma>'<at>Right<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><space><at>sub<openparen><at>StringLength<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><closeparen><space><comma><space><at>FindString<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><quote><space><quote><closeparen><closeparen><space><closeparen>'BOOL_OP;OR;COMPOSITE_TEST;<Unused>;NUM_TEST <at>Left<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma>1<closeparen> NOT_RANGE <openbracket>0<comma>9<closebracket>'<at>Left<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><at>FindString<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><quote><comma><quote><closeparen><closeparen>'FME_NUM_CONDITIONS4___,,,,
Public Works,GROUNDS MAINTENANCE,Weeds,7141526,7141526,10204,CW-Weeds Vacant Houses,Closed,Low,2024-07-22T10:42:00.000,WEB,Sa_GISIdentitystore,WEEDSCUTOWN,Memphis,3047 CHISCA AVE,MEMPHIS,Tennessee,045078  00003,,2024-07-22T10:46:48.000,2024-09-06T13:47:19.000,,,3047 CHISCA AVE,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-89.960946995, 35.108647009]}",3,8,6,1,2,7,1,6,,2024-09-06T00:00:00.000,,104,,2024-08-01T11:39:29.000,,,,,,,,,2024-09-02T13:17:44.000,,,,,,,,
Public Works,HEAVY EQUIPMENT SERVICES,Cleanup,7143657,7143657,10203,PW (HE)-Street Cleaning,Closed,Low,2024-07-25T16:01:00.000,WEB,Esri_Anonymous,OTHER,Memphis,955 SHADOWLINE DR,MEMPHIS,Tennessee,075140 A00042,,2024-07-25T16:04:33.000,2024-07-29T14:01:12.000,Esri_Anonymous,,955 SHADOWLINE DR,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-90.096195038, 35.028904013]}",3,8,6,1,2,7,1,6,sweeping completed,2024-07-29T00:00:00.000,,,,,,,,,,,,,,,,,FME_CONDITIONAL:DEFAULT_VALUE'<at>Value<openparen>FULL_ADDRESS<closeparen>'BOOL_OP;AND;COMPOSITE_TEST;<Unused>;NUM_TEST <at>Left<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma>1<closeparen> RANGE <openbracket>0<comma>9<closebracket>;CASE_INSENSITIVE_TEST <at>Value<openparen>FULL_ADDRESS<closeparen> CONTAINS <comma>'<at>Substring<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><space><at>FindString<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><quote><space><quote><closeparen><space><comma><space><at>Value<openparen>str_len<closeparen><closeparen>'BOOL_OP;OR;COMPOSITE_TEST;<Unused>;CASE_INSENSITIVE_TEST <at>Value<openparen>FULL_ADDRESS<closeparen> NOT_CONTAINS <comma>'<at>Right<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><space><at>sub<openparen><at>StringLength<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><closeparen><space><comma><space><at>FindString<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><quote><space><quote><closeparen><closeparen><space><closeparen>'BOOL_OP;OR;COMPOSITE_TEST;<Unused>;NUM_TEST <at>Left<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma>1<closeparen> NOT_RANGE <openbracket>0<comma>9<closebracket>'<at>Left<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><at>FindString<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><quote><comma><quote><closeparen><closeparen>'FME_NUM_CONDITIONS4___,,,,
Solid Waste Management,Solid Waste Management,Garbage,7138631,7138631,10431,SWM-Missed Bulk Trash,Closed,Low,2024-07-15T10:48:00.000,WEB,Esri_Anonymous,SWMCT4,Memphis,3844 SYBIL ST,MEMPHIS,Tennessee,072103  00018,,2024-07-15T10:50:50.000,2024-07-16T08:51:56.000,Esri_Anonymous,,3844 SYBIL ST,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-89.97629602, 35.230440002]}",3,8,6,1,2,7,1,6,pu,2024-07-16T00:00:00.000,,,,,,,009,A,A3,Tuesday,,,,,,,FME_CONDITIONAL:DEFAULT_VALUE'<at>Value<openparen>FULL_ADDRESS<closeparen>'BOOL_OP;AND;COMPOSITE_TEST;<Unused>;NUM_TEST <at>Left<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma>1<closeparen> RANGE <openbracket>0<comma>9<closebracket>;CASE_INSENSITIVE_TEST <at>Value<openparen>FULL_ADDRESS<closeparen> CONTAINS <comma>'<at>Substring<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><space><at>FindString<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><quote><space><quote><closeparen><space><comma><space><at>Value<openparen>str_len<closeparen><closeparen>'BOOL_OP;OR;COMPOSITE_TEST;<Unused>;CASE_INSENSITIVE_TEST <at>Value<openparen>FULL_ADDRESS<closeparen> NOT_CONTAINS <comma>'<at>Right<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><space><at>sub<openparen><at>StringLength<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><closeparen><space><comma><space><at>FindString<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><quote><space><quote><closeparen><closeparen><space><closeparen>'BOOL_OP;OR;COMPOSITE_TEST;<Unused>;NUM_TEST <at>Left<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma>1<closeparen> NOT_RANGE <openbracket>0<comma>9<closebracket>'<at>Left<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><at>FindString<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><quote><comma><quote><closeparen><closeparen>'FME_NUM_CONDITIONS4___,,,,
Solid Waste Management,Solid Waste Management,Cart Maintenance,7137229,7137229,10441,SWM-Missing Cart,Closed,Low,2024-07-10T14:34:00.000,WEB,Esri_Anonymous,SWMDEV,Memphis,3124 BROAD AVE,MEMPHIS,Tennessee,044001  00017C,,2024-07-10T14:38:53.000,2024-07-18T08:49:53.000,Esri_Anonymous,,3124 BROAD AVE,"{'type': 'Point', 'coordinates': [-89.9734071, 35.1468552]}","{'type': 'Point', 'coordinates': [-89.957095007, 35.147713006]}",11,9,4,2,18,5,2,9,"T171243, T16737?",2024-07-18T00:00:00.000,38112,,7,,,,030,B,B1,Wednesday,,,,,,,FME_CONDITIONAL:DEFAULT_VALUE'<at>Value<openparen>FULL_ADDRESS<closeparen>'BOOL_OP;AND;COMPOSITE_TEST;<Unused>;NUM_TEST <at>Left<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma>1<closeparen> RANGE <openbracket>0<comma>9<closebracket>;CASE_INSENSITIVE_TEST <at>Value<openparen>FULL_ADDRESS<closeparen> CONTAINS <comma>'<at>Substring<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><space><at>FindString<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><quote><space><quote><closeparen><space><comma><space><at>Value<openparen>str_len<closeparen><closeparen>'BOOL_OP;OR;COMPOSITE_TEST;<Unused>;CASE_INSENSITIVE_TEST <at>Value<openparen>FULL_ADDRESS<closeparen> NOT_CONTAINS <comma>'<at>Right<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><space><at>sub<openparen><at>StringLength<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><closeparen><space><comma><space><at>FindString<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><quote><space><quote><closeparen><closeparen><space><closeparen>'BOOL_OP;OR;COMPOSITE_TEST;<Unused>;NUM_TEST <at>Left<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma>1<closeparen> NOT_RANGE <openbracket>0<comma>9<closebracket>'<at>Left<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><at>FindString<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><quote><comma><quote><closeparen><closeparen>'FME_NUM_CONDITIONS4___,,,,
Public Works,HEAVY EQUIPMENT SERVICES,Cleanup,7141004,7141004,10203,PW (HE)-Street Cleaning,Closed,Low,2024-07-19T11:24:00.000,WEB,Esri_Anonymous,OTHER,Memphis,4237 BOW ST,MEMPHIS,Tennessee,075127  00010,,2024-07-22T09:44:22.000,2024-07-23T15:05:03.000,Esri_Anonymous,,4237 BOW ST,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-90.08867404, 35.032953981]}",3,8,6,1,2,7,1,6,sweeping completed,2024-07-23T00:00:00.000,,,,,,,,,,,,,,,,,FME_CONDITIONAL:DEFAULT_VALUE'<at>Value<openparen>FULL_ADDRESS<closeparen>'BOOL_OP;AND;COMPOSITE_TEST;<Unused>;NUM_TEST <at>Left<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma>1<closeparen> RANGE <openbracket>0<comma>9<closebracket>;CASE_INSENSITIVE_TEST <at>Value<openparen>FULL_ADDRESS<closeparen> CONTAINS <comma>'<at>Substring<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><space><at>FindString<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><quote><space><quote><closeparen><space><comma><space><at>Value<openparen>str_len<closeparen><closeparen>'BOOL_OP;OR;COMPOSITE_TEST;<Unused>;CASE_INSENSITIVE_TEST <at>Value<openparen>FULL_ADDRESS<closeparen> NOT_CONTAINS <comma>'<at>Right<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><space><at>sub<openparen><at>StringLength<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><closeparen><space><comma><space><at>FindString<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><quote><space><quote><closeparen><closeparen><space><closeparen>'BOOL_OP;OR;COMPOSITE_TEST;<Unused>;NUM_TEST <at>Left<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma>1<closeparen> NOT_RANGE <openbracket>0<comma>9<closebracket>'<at>Left<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><at>FindString<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><quote><comma><quote><closeparen><closeparen>'FME_NUM_CONDITIONS4___,,,,
Public Works,HEAVY EQUIPMENT SERVICES,Cleanup,7143896,7143896,10203,PW (HE)-Street Cleaning,Closed,Low,2024-07-26T10:30:00.000,WEB,Esri_Anonymous,OTHER,Memphis,2310 SAINT ELMO AVE,MEMPHIS,Tennessee,071042  00023,,2024-07-26T10:32:34.000,2024-07-29T13:58:24.000,Esri_Anonymous,,2310 SAINT ELMO AVE,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-89.986901977, 35.231816017]}",3,8,6,1,2,7,1,6,sweeping completed,2024-07-29T00:00:00.000,,,,,,,,,,,,,,,,,FME_CONDITIONAL:DEFAULT_VALUE'<at>Value<openparen>FULL_ADDRESS<closeparen>'BOOL_OP;AND;COMPOSITE_TEST;<Unused>;NUM_TEST <at>Left<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma>1<closeparen> RANGE <openbracket>0<comma>9<closebracket>;CASE_INSENSITIVE_TEST <at>Value<openparen>FULL_ADDRESS<closeparen> CONTAINS <comma>'<at>Substring<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><space><at>FindString<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><quote><space><quote><closeparen><space><comma><space><at>Value<openparen>str_len<closeparen><closeparen>'BOOL_OP;OR;COMPOSITE_TEST;<Unused>;CASE_INSENSITIVE_TEST <at>Value<openparen>FULL_ADDRESS<closeparen> NOT_CONTAINS <comma>'<at>Right<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><space><at>sub<openparen><at>StringLength<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><closeparen><space><comma><space><at>FindString<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><quote><space><quote><closeparen><closeparen><space><closeparen>'BOOL_OP;OR;COMPOSITE_TEST;<Unused>;NUM_TEST <at>Left<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma>1<closeparen> NOT_RANGE <openbracket>0<comma>9<closebracket>'<at>Left<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><at>FindString<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><quote><comma><quote><closeparen><closeparen>'FME_NUM_CONDITIONS4___,,,,
Solid Waste Management,Solid Waste Management,Billing,7138804,7138804,10442,SWM-New Start Garbage Request,Closed,Low,2024-07-15T12:57:00.000,WEB,Esri_Anonymous,SWMDEV,Memphis,3272 COLEMAN AVE,MEMPHIS,Tennessee,038020  00014,,2024-07-15T13:00:21.000,2024-07-17T13:43:21.000,Esri_Anonymous,,3272 COLEMAN AVE,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-89.95170603, 35.156741992]}",3,8,6,1,2,7,1,6,T073706,2024-07-17T00:00:00.000,,,,,,,030,B,B1,Wednesday,,,,,,,FME_CONDITIONAL:DEFAULT_VALUE'<at>Value<openparen>FULL_ADDRESS<closeparen>'BOOL_OP;AND;COMPOSITE_TEST;<Unused>;NUM_TEST <at>Left<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma>1<closeparen> RANGE <openbracket>0<comma>9<closebracket>;CASE_INSENSITIVE_TEST <at>Value<openparen>FULL_ADDRESS<closeparen> CONTAINS <comma>'<at>Substring<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><space><at>FindString<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><quote><space><quote><closeparen><space><comma><space><at>Value<openparen>str_len<closeparen><closeparen>'BOOL_OP;OR;COMPOSITE_TEST;<Unused>;CASE_INSENSITIVE_TEST <at>Value<openparen>FULL_ADDRESS<closeparen> NOT_CONTAINS <comma>'<at>Right<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><space><at>sub<openparen><at>StringLength<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><closeparen><space><comma><space><at>FindString<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><quote><space><quote><closeparen><closeparen><space><closeparen>'BOOL_OP;OR;COMPOSITE_TEST;<Unused>;NUM_TEST <at>Left<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma>1<closeparen> NOT_RANGE <openbracket>0<comma>9<closebracket>'<at>Left<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><at>FindString<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><quote><comma><quote><closeparen><closeparen>'FME_NUM_CONDITIONS4___,,,,
Public Works,Code Enforcement,Inspection-Vehicle,7078449,7078449,10400,CE-Vehicle Violations,Closed,Low,2024-04-18T19:42:00.000,WEB,Sa_GISIdentitystore,,CITIZEN,"7601-7703 Wolfden Cir, Memphis, TN, 38133, USA",MEMPHIS,Tennessee,092009 A00025,,2024-04-18T19:48:25.000,2024-04-29T09:57:42.000,Esri_Anonymous,,"7601-7703 Wolfden Cir, Memphis, TN, 38133, USA","{'type': 'Point', 'coordinates': [-89.7978056, 35.2091432]}","{'type': 'Point', 'coordinates': [-89.806192727, 35.191402078]}",27,,,,,,,,,,38133,232,,,,,,,,,,,,,,,,,,,
Solid Waste Management,Solid Waste Management,Cart Maintenance,7138917,7138917,10441,SWM-Missing Cart,Closed,Low,2024-07-15T15:24:00.000,WEB,Esri_Anonymous,SWMDEV,Memphis,2840 W LAKE SHORE DR,MEMPHIS,Tennessee,072116  00009,,2024-07-15T15:26:40.000,2024-07-17T10:13:09.000,Esri_Anonymous,,2840 W LAKE SHORE DR,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-89.974115971, 35.203060012]}",3,8,6,1,2,7,1,6,T170715,2024-07-17T00:00:00.000,,,,,,,015,A,A3,Tuesday,,,,,,,FME_CONDITIONAL:DEFAULT_VALUE'<at>Value<openparen>FULL_ADDRESS<closeparen>'BOOL_OP;AND;COMPOSITE_TEST;<Unused>;NUM_TEST <at>Left<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma>1<closeparen> RANGE <openbracket>0<comma>9<closebracket>;CASE_INSENSITIVE_TEST <at>Value<openparen>FULL_ADDRESS<closeparen> CONTAINS <comma>'<at>Substring<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><space><at>FindString<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><quote><space><quote><closeparen><space><comma><space><at>Value<openparen>str_len<closeparen><closeparen>'BOOL_OP;OR;COMPOSITE_TEST;<Unused>;CASE_INSENSITIVE_TEST <at>Value<openparen>FULL_ADDRESS<closeparen> NOT_CONTAINS <comma>'<at>Right<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><space><at>sub<openparen><at>StringLength<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><closeparen><space><comma><space><at>FindString<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><quote><space><quote><closeparen><closeparen><space><closeparen>'BOOL_OP;OR;COMPOSITE_TEST;<Unused>;NUM_TEST <at>Left<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma>1<closeparen> NOT_RANGE <openbracket>0<comma>9<closebracket>'<at>Left<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><at>FindString<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><quote><comma><quote><closeparen><closeparen>'FME_NUM_CONDITIONS4___,,,,
